tripid,bikeid,starttime,stoptime,tripduration,O_id,O_name,O_lat,O_lon,D_id,D_name,D_lat,D_lon,usertype,gender,birth
171,3556,2858,3180,322.0,418,Ellis Ave & 53rd St,41.799336263,-87.600958115,419,Lake Park Ave & 53rd St,41.799494294,-87.586449896,Subscriber,Male,1989
172,2845,2863,3369,506.0,347,Ashland Ave & Grace St,41.950687,-87.6687,131,Lincoln Ave & Belmont Ave,41.939365,-87.668385,Customer,,
173,4842,2897,3706,809.0,310,Damen Ave & Charleston St,41.920082,-87.677855,213,Leavitt St & North Ave,41.910153,-87.68229,Customer,,
174,3480,2915,3236,321.0,310,Damen Ave & Charleston St,41.920082,-87.677855,69,Damen Ave & Pierce Ave,41.909396007,-87.677691929,Customer,,
175,5176,2930,3216,286.0,81,Daley Center Plaza,41.884241,-87.629634,624,Dearborn St & Van Buren St (*),41.876268,-87.629155,Subscriber,Male,1993
176,356,2981,7007,"4,026.0",80,Aberdeen St & Monroe St,41.880419,-87.655519,80,Aberdeen St & Monroe St,41.880419,-87.655519,Customer,,
177,2157,2982,3675,693.0,144,Larrabee St & Webster Ave,41.921822,-87.64414,226,Racine Ave & Belmont Ave,41.939743,-87.658865,Subscriber,Male,1992
178,1274,3010,3343,333.0,58,Marshfield Ave & Cortland St,41.916017,-87.668879,16,Paulina Ave & North Ave,41.910337,-87.670072,Subscriber,Male,1995
179,1844,3021,3624,603.0,90,Millennium Park,41.8810317,-87.62408432,168,Michigan Ave & 14th St,41.864059,-87.623727,Subscriber,Male,1989
180,1616,3020,6857,"3,837.0",80,Aberdeen St & Monroe St,41.880419,-87.655519,80,Aberdeen St & Monroe St,41.880419,-87.655519,Customer,,
181,1295,3030,3397,367.0,324,Stockton Dr & Wrightwood Ave,41.93132,-87.638742,94,Clark St & Armitage Ave,41.918306,-87.636282,Subscriber,Male,1994
182,4309,3059,3531,472.0,465,Marine Dr & Ainslie St,41.9716,-87.650154,461,Broadway & Ridge Ave,41.984044611,-87.660273829,Subscriber,Male,1990
183,796,3108,3266,158.0,234,Clark St & Montrose Ave,41.961588,-87.666036,234,Clark St & Montrose Ave,41.961588,-87.666036,Subscriber,Female,1981
184,5354,3120,3312,192.0,135,Halsted St & 21st St,41.85378,-87.64665,171,May St & Cullerton St,41.855136,-87.654127,Subscriber,Female,1997
185,1936,3175,3545,370.0,302,Sheffield Ave & Wrightwood Ave,41.928712,-87.653833,307,Southport Ave & Clybourn Ave,41.920771,-87.663712,Subscriber,,1990
186,5707,3196,3572,376.0,451,Sheridan Rd & Loyola Ave,42.00104378,-87.661198243,449,Clark St & Columbia Ave,42.004450629,-87.672402405,Subscriber,Male,1982
187,1407,3230,5354,"2,124.0",305,Western Ave & Division St,41.902893,-87.687275,464,Damen Ave & Foster Ave,41.975614805,-87.679459039,Customer,Male,1988
188,3410,3248,4050,802.0,295,Broadway & Argyle St,41.973815,-87.65966,299,Halsted St & Roscoe St,41.94367,-87.64895,Subscriber,Male,1993
189,3454,3283,4054,771.0,123,California Ave & Milwaukee Ave,41.922695,-87.697153,499,Kosciuszko Park,41.930585371,-87.723777364,Subscriber,Male,1980
190,3891,3303,4009,706.0,173,Mies van der Rohe Way & Chicago Ave,41.89691,-87.621743,53,Wells St & Huron St,41.894722,-87.634362,Customer,Female,1990
191,6430,3322,4194,872.0,71,Morgan St & Lake St,41.885483308,-87.652304856,225,Halsted St & Dickens Ave,41.919936,-87.64883,Subscriber,Male,1994
192,2535,3324,4009,685.0,173,Mies van der Rohe Way & Chicago Ave,41.89691,-87.621743,53,Wells St & Huron St,41.894722,-87.634362,Customer,Female,1987
193,3908,3354,4237,883.0,183,Damen Ave & Thomas St (Augusta Blvd),41.901315,-87.677409,67,Sheffield Ave & Fullerton Ave,41.925601882,-87.653708042,Subscriber,Male,2000
194,4267,3423,3510,87.0,7,Field Blvd & South Water St,41.886349063,-87.617516547,7,Field Blvd & South Water St,41.886349063,-87.617516547,Customer,Male,1993
195,5575,3475,3924,449.0,300,Broadway & Barry Ave,41.937725,-87.644095,165,Clark St & Grace St,41.95078,-87.659172,Customer,Male,1992
196,1475,3496,4510,"1,014.0",220,Clark St & Drummond Pl,41.931248,-87.644336,254,Pine Grove Ave & Irving Park Rd,41.954383,-87.648043,Subscriber,Male,1995
197,4538,3505,4720,"1,215.0",226,Racine Ave & Belmont Ave,41.939743,-87.658865,472,Lincoln Ave & Winona St,41.974911297,-87.692502559,Subscriber,Male,1991
198,907,3510,4121,611.0,116,Western Ave & Winnebago Ave,41.91552,-87.687022,333,Ashland Ave & Blackhawk St,41.907066,-87.667252,Subscriber,Male,1985
199,1535,3595,4549,954.0,289,Wells St & Concord Ln,41.912133,-87.634656,334,Lake Shore Dr & Belmont Ave,41.940775,-87.639192,Subscriber,Female,1989
200,384,3595,4549,954.0,289,Wells St & Concord Ln,41.912133,-87.634656,334,Lake Shore Dr & Belmont Ave,41.940775,-87.639192,Subscriber,Male,1987
201,5963,3613,4021,408.0,88,Racine Ave & Randolph St,41.884069,-87.656853,186,Ogden Ave & Race Ave,41.891795,-87.658751,Subscriber,Female,1987
202,2548,3614,4282,668.0,56,Desplaines St & Kinzie St,41.888716036,-87.644447853,16,Paulina Ave & North Ave,41.910337,-87.670072,Customer,,
203,4343,3629,4021,392.0,88,Racine Ave & Randolph St,41.884069,-87.656853,186,Ogden Ave & Race Ave,41.891795,-87.658751,Subscriber,Male,1986
204,2819,3635,3874,239.0,447,Glenwood Ave & Morse Ave,42.007971923,-87.665502394,432,Clark St & Lunt Ave,42.009074,-87.67419,Subscriber,Female,1985
205,6031,3662,13604,"9,942.0",492,Leavitt St & Addison St,41.946655,-87.683359,529,Cicero Ave & Lake St,41.886841,-87.745261,Customer,,
206,6318,3700,4189,489.0,486,Oakley Ave & Irving Park Rd,41.954340852,-87.686079624,240,Sheridan Rd & Irving Park Rd,41.954245,-87.654406,Customer,,
207,2267,3704,5353,"1,649.0",51,Clark St & Randolph St,41.884576228,-87.63188991,85,Michigan Ave & Oak St,41.90096039,-87.62377664,Customer,,
208,909,3715,4103,388.0,94,Clark St & Armitage Ave,41.918306,-87.636282,327,Sheffield Ave & Webster Ave,41.92154,-87.653818,Subscriber,Male,1994
209,1120,3724,5329,"1,605.0",51,Clark St & Randolph St,41.884576228,-87.63188991,85,Michigan Ave & Oak St,41.90096039,-87.62377664,Customer,,
210,1684,3779,5642,"1,863.0",181,LaSalle St & Illinois St,41.890762,-87.631697,259,California Ave & Francis Pl,41.918121,-87.696972,Subscriber,Male,1990
211,1911,3784,4158,374.0,165,Clark St & Grace St,41.95078,-87.659172,165,Clark St & Grace St,41.95078,-87.659172,Subscriber,Male,1988
212,5985,3795,5719,"1,924.0",13,Wilton Ave & Diversey Pkwy,41.932418,-87.652705,320,Loomis St & Lexington St,41.872187,-87.661501,Subscriber,Male,1994
213,2224,3805,4399,594.0,325,Clark St & Winnemac Ave (Temp),41.973255,-87.6697,239,Western Ave & Leland Ave,41.966555,-87.688487,Customer,,
214,1874,3852,4275,423.0,176,Clark St & Elm St,41.902973,-87.63128,288,Larrabee St & Armitage Ave,41.918084,-87.643749,Subscriber,Male,1993
215,4672,3861,5119,"1,258.0",35,Streeter Dr & Grand Ave,41.892278,-87.612043,35,Streeter Dr & Grand Ave,41.892278,-87.612043,Customer,,
216,1028,3884,5107,"1,223.0",35,Streeter Dr & Grand Ave,41.892278,-87.612043,35,Streeter Dr & Grand Ave,41.892278,-87.612043,Customer,,
217,1070,3890,4144,254.0,624,Dearborn St & Van Buren St (*),41.876268,-87.629155,41,Federal St & Polk St,41.872077633,-87.629543773,Subscriber,Male,1993
218,1849,3906,4051,145.0,219,Damen Ave & Cortland St,41.915983,-87.677335,310,Damen Ave & Charleston St,41.920082,-87.677855,Subscriber,Male,1973
219,5283,3912,4355,443.0,164,Franklin St & Lake St,41.885837,-87.6355,627,LaSalle Dr & Huron St (*),41.894877,-87.632326,Subscriber,Male,1995
220,4439,3945,4417,472.0,116,Western Ave & Winnebago Ave,41.91552,-87.687022,290,Kedzie Ave & Palmer Ct,41.921525,-87.707322,Subscriber,Male,1993
221,6172,3951,5149,"1,198.0",301,Clark St & Schiller St,41.907993,-87.631501,59,Wabash Ave & Roosevelt Rd,41.867227,-87.625961,Subscriber,Male,1991
222,5451,3963,5269,"1,306.0",337,Clark St & Chicago Ave,41.896544,-87.630931,273,Michigan Ave & 18th St,41.857813,-87.62455,Subscriber,Male,1988
223,2749,3973,5064,"1,091.0",35,Streeter Dr & Grand Ave,41.892278,-87.612043,35,Streeter Dr & Grand Ave,41.892278,-87.612043,Customer,,
224,5575,3977,5062,"1,085.0",165,Clark St & Grace St,41.95078,-87.659172,457,Clark St & Elmdale Ave,41.990887,-87.669758,Subscriber,Male,1983
225,2740,3978,4508,530.0,128,Damen Ave & Chicago Ave,41.895769,-87.67722,186,Ogden Ave & Race Ave,41.891795,-87.658751,Subscriber,Female,1995
226,3853,3993,4502,509.0,128,Damen Ave & Chicago Ave,41.895769,-87.67722,186,Ogden Ave & Race Ave,41.891795,-87.658751,Subscriber,Male,1991
227,2448,4006,4830,824.0,258,Logan Blvd & Elston Ave,41.929465,-87.684158,116,Western Ave & Winnebago Ave,41.91552,-87.687022,Subscriber,Male,1981
228,3731,4015,4851,836.0,85,Michigan Ave & Oak St,41.90096039,-87.62377664,313,Lakeview Ave & Fullerton Pkwy,41.925858,-87.638973,Subscriber,Male,1976
229,4690,4016,4553,537.0,300,Broadway & Barry Ave,41.937725,-87.644095,299,Halsted St & Roscoe St,41.94367,-87.64895,Subscriber,Female,1982
230,1382,4025,5034,"1,009.0",35,Streeter Dr & Grand Ave,41.892278,-87.612043,35,Streeter Dr & Grand Ave,41.892278,-87.612043,Customer,,
231,1059,4023,5413,"1,390.0",212,Wells St & Hubbard St,41.889906,-87.634266,130,Damen Ave & Division St,41.903266,-87.678435,Subscriber,Male,1990
232,3097,4029,6640,"2,611.0",26,McClurg Ct & Illinois St,41.890359,-87.617532,42,Wabash Ave & Cermak Rd,41.852619,-87.626488,Customer,,
233,4981,4046,6654,"2,608.0",26,McClurg Ct & Illinois St,41.890359,-87.617532,42,Wabash Ave & Cermak Rd,41.852619,-87.626488,Customer,,
234,1190,4049,4213,164.0,24,Fairbanks Ct & Grand Ave,41.89186,-87.62062,199,Wabash Ave & Grand Ave,41.891466,-87.626761,Subscriber,Male,1992
235,4880,4051,4327,276.0,38,Clark St & Lake St,41.886020828,-87.630876058,98,LaSalle St & Washington St,41.882664,-87.63253,Customer,,
236,4578,4059,4221,162.0,24,Fairbanks Ct & Grand Ave,41.89186,-87.62062,199,Wabash Ave & Grand Ave,41.891466,-87.626761,Subscriber,Male,1989
237,2295,4123,4560,437.0,17,Honore St & Division St,41.903119,-87.673935,285,Wood St & Hubbard St,41.889587,-87.671956,Subscriber,Male,1971
238,974,4198,4654,456.0,77,Clinton St & Madison St,41.882242,-87.641066,41,Federal St & Polk St,41.872077633,-87.629543773,Subscriber,Male,1984
239,1505,4241,5107,866.0,59,Wabash Ave & Roosevelt Rd,41.867227,-87.625961,53,Wells St & Huron St,41.894722,-87.634362,Subscriber,Male,1989
240,3410,4322,5379,"1,057.0",299,Halsted St & Roscoe St,41.94367,-87.64895,153,Southport Ave & Wellington Ave,41.935733,-87.663576,Subscriber,Female,1986
241,5817,4341,7356,"3,015.0",161,Rush St & Superior St,41.895764746,-87.625908033,196,Cityfront Plaza Dr & Pioneer Ct,41.890573,-87.622072,Customer,,
242,1711,4343,5529,"1,186.0",334,Lake Shore Dr & Belmont Ave,41.940775,-87.639192,304,Broadway & Waveland Ave,41.949074,-87.648636,Customer,,
243,2425,4346,4958,612.0,43,Michigan Ave & Washington St,41.883892766,-87.624649141,255,Indiana Ave & Roosevelt Rd,41.867888,-87.623041,Customer,,
244,2730,4356,7356,"3,000.0",161,Rush St & Superior St,41.895764746,-87.625908033,196,Cityfront Plaza Dr & Pioneer Ct,41.890573,-87.622072,Customer,,
245,3763,4369,7328,"2,959.0",161,Rush St & Superior St,41.895764746,-87.625908033,196,Cityfront Plaza Dr & Pioneer Ct,41.890573,-87.622072,Customer,,
246,5225,4372,6143,"1,771.0",177,Theater on the Lake,41.926277,-87.630834,251,Clarendon Ave & Leland Ave,41.967968,-87.650001,Customer,,
247,5457,4384,7322,"2,938.0",161,Rush St & Superior St,41.895764746,-87.625908033,196,Cityfront Plaza Dr & Pioneer Ct,41.890573,-87.622072,Customer,,
248,1337,4398,4957,559.0,133,Kingsbury St & Kinzie St,41.889176833,-87.638505772,27,Larrabee St & North Ave,41.91021,-87.6435,Customer,,
249,5973,4408,4890,482.0,13,Wilton Ave & Diversey Pkwy,41.932418,-87.652705,220,Clark St & Drummond Pl,41.931248,-87.644336,Subscriber,Male,1986
250,1297,4425,4737,312.0,419,Lake Park Ave & 53rd St,41.799494294,-87.586449896,418,Ellis Ave & 53rd St,41.799336263,-87.600958115,Subscriber,Male,1989
251,5997,4591,5073,482.0,47,State St & Kinzie St,41.889187,-87.627754,195,Columbus Dr & Randolph St,41.884728,-87.619521,Subscriber,Male,1989
252,4063,4602,5066,464.0,47,State St & Kinzie St,41.889187,-87.627754,195,Columbus Dr & Randolph St,41.884728,-87.619521,Subscriber,Female,1989
253,6454,4621,5092,471.0,254,Pine Grove Ave & Irving Park Rd,41.954383,-87.648043,165,Clark St & Grace St,41.95078,-87.659172,Subscriber,Male,1972
254,796,4697,5214,517.0,234,Clark St & Montrose Ave,41.961588,-87.666036,294,Broadway & Berwyn Ave,41.978353,-87.659753,Subscriber,Male,1984
255,2083,4838,5531,693.0,210,Ashland Ave & Division St,41.90345,-87.667747,116,Western Ave & Winnebago Ave,41.91552,-87.687022,Subscriber,Male,1992
256,3501,4866,5345,479.0,66,Clinton St & Lake St,41.885637,-87.641823,52,Michigan Ave & Lake St,41.886024,-87.624117,Subscriber,Male,1990
257,1195,4877,5273,396.0,71,Morgan St & Lake St,41.885483308,-87.652304856,119,Ashland Ave & Lake St (Temp),41.88592,-87.66717,Subscriber,Female,1962
258,4110,4969,6994,"2,025.0",71,Morgan St & Lake St,41.885483308,-87.652304856,4,Burnham Harbor,41.856268,-87.613348,Customer,,
259,3749,4978,7806,"2,828.0",71,Morgan St & Lake St,41.885483308,-87.652304856,62,McCormick Place,41.851375173,-87.618834649,Customer,,
260,5875,4983,8462,"3,479.0",71,Morgan St & Lake St,41.885483308,-87.652304856,62,McCormick Place,41.851375173,-87.618834649,Customer,,
261,396,4989,5164,175.0,240,Sheridan Rd & Irving Park Rd,41.954245,-87.654406,114,Sheffield Ave & Waveland Ave,41.949399,-87.654529,Subscriber,Male,1991
262,411,4994,55495,"50,501.0",71,Morgan St & Lake St,41.885483308,-87.652304856,62,McCormick Place,41.851375173,-87.618834649,Customer,,
263,3655,5024,5145,121.0,306,Sheridan Rd & Buena Ave,41.958494,-87.654966,240,Sheridan Rd & Irving Park Rd,41.954245,-87.654406,Subscriber,Male,1974
264,5291,5026,5424,398.0,306,Sheridan Rd & Buena Ave,41.958494,-87.654966,227,Southport Ave & Waveland Ave,41.94815,-87.66394,Subscriber,Male,1971
265,1390,5047,5329,282.0,412,Princeton Ave & 47th St,41.809317709,-87.633449288,411,Halsted St & 47th Pl,41.808133915,-87.645616554,Subscriber,Male,1964
266,6239,5065,5249,184.0,129,Blue Island Ave & 18th St,41.857556,-87.661535,205,Paulina St & 18th St,41.857901,-87.668745,Subscriber,Male,1986
267,2570,5086,6796,"1,710.0",217,Racine Ave (May St) & Fulton St,41.886926,-87.656919,304,Broadway & Waveland Ave,41.949074,-87.648636,Subscriber,Male,1987
268,5575,5086,5972,886.0,457,Clark St & Elmdale Ave,41.990887,-87.669758,467,Western Ave & Lunt Ave,42.008594397,-87.690492239,Subscriber,Male,1983
269,6449,5168,6915,"1,747.0",90,Millennium Park,41.8810317,-87.62408432,319,Greenview Ave & Diversey Pkwy,41.932595,-87.665939,Subscriber,Male,1987
270,1039,5211,5919,708.0,486,Oakley Ave & Irving Park Rd,41.954340852,-87.686079624,484,Monticello Ave & Irving Park Rd,41.954004839,-87.71912818,Customer,,
271,6122,5230,5831,601.0,176,Clark St & Elm St,41.902973,-87.63128,143,Sedgwick St & Webster Ave,41.922167,-87.638888,Subscriber,Male,1988
272,1564,5256,5489,233.0,49,Dearborn St & Monroe St,41.881319815,-87.629520919,77,Clinton St & Madison St,41.882242,-87.641066,Subscriber,Male,1975
273,1735,5287,5670,383.0,145,Mies van der Rohe Way & Chestnut St,41.898586651,-87.621915226,180,Ritchie Ct & Banks St,41.906866,-87.626217,Subscriber,Male,1991
274,5790,5313,8000,"2,687.0",500,Central Park Ave & Elbridge Ave,41.935337283,-87.716889294,499,Kosciuszko Park,41.930585371,-87.723777364,Customer,,
275,2097,5315,6165,850.0,74,Kingsbury St & Erie St,41.893626,-87.641527,127,Lincoln Ave & Fullerton Ave,41.925905,-87.64926,Subscriber,Male,1986
276,3463,5322,8000,"2,678.0",500,Central Park Ave & Elbridge Ave,41.935337283,-87.716889294,499,Kosciuszko Park,41.930585371,-87.723777364,Customer,,
277,5257,5356,5909,553.0,61,Wood St & Milwaukee Ave,41.907655,-87.672552,92,Carpenter St & Huron St,41.894556,-87.653449,Subscriber,Male,1984
278,4910,5366,5650,284.0,374,Western Ave & Walton St,41.898417689,-87.686596016,128,Damen Ave & Chicago Ave,41.895769,-87.67722,Subscriber,Male,1991
279,2492,5366,6079,713.0,69,Damen Ave & Pierce Ave,41.909396007,-87.677691929,123,California Ave & Milwaukee Ave,41.922695,-87.697153,Subscriber,Male,1991
280,4505,5372,8010,"2,638.0",500,Central Park Ave & Elbridge Ave,41.935337283,-87.716889294,499,Kosciuszko Park,41.930585371,-87.723777364,Customer,,
281,3411,5378,6071,693.0,69,Damen Ave & Pierce Ave,41.909396007,-87.677691929,123,California Ave & Milwaukee Ave,41.922695,-87.697153,Subscriber,Male,1985
282,1090,5378,6317,939.0,573,State St & 79th St,41.750794,-87.624424,578,Bennett Ave & 79th St,41.751785,-87.578496,Customer,Male,1989
283,961,5383,6376,993.0,115,Sheffield Ave & Wellington Ave,41.936266,-87.652662,144,Larrabee St & Webster Ave,41.921822,-87.64414,Subscriber,Male,1992
284,5167,5443,5579,136.0,337,Clark St & Chicago Ave,41.896544,-87.630931,140,Dearborn Pkwy & Delaware Pl,41.898969,-87.629912,Subscriber,Male,1988
285,5732,5466,5807,341.0,289,Wells St & Concord Ln,41.912133,-87.634656,141,Clark St & Lincoln Ave,41.915689,-87.6346,Subscriber,Female,1991
286,5388,5470,6016,546.0,84,Milwaukee Ave & Grand Ave,41.891578,-87.648384,173,Mies van der Rohe Way & Chicago Ave,41.89691,-87.621743,Subscriber,Male,1991
287,1608,5507,6598,"1,091.0",236,Sedgwick St & Schiller St,41.907626,-87.638566,47,State St & Kinzie St,41.889187,-87.627754,Customer,,
288,2175,5532,7391,"1,859.0",236,Sedgwick St & Schiller St,41.907626,-87.638566,47,State St & Kinzie St,41.889187,-87.627754,Customer,,
289,216,5561,6396,835.0,323,Sheridan Rd & Lawrence Ave,41.969517,-87.654691,465,Marine Dr & Ainslie St,41.9716,-87.650154,Customer,Male,1977
290,6358,5564,5866,302.0,35,Streeter Dr & Grand Ave,41.892278,-87.612043,173,Mies van der Rohe Way & Chicago Ave,41.89691,-87.621743,Subscriber,Male,1994
291,2873,5606,6588,982.0,140,Dearborn Pkwy & Delaware Pl,41.898969,-87.629912,220,Clark St & Drummond Pl,41.931248,-87.644336,Subscriber,Male,1988
292,1701,5618,6102,484.0,113,Bissell St & Armitage Ave,41.91844,-87.65222,152,Lincoln Ave & Diversey Pkwy,41.932225,-87.658617,Subscriber,Female,1992
293,1401,5627,6510,883.0,90,Millennium Park,41.8810317,-87.62408432,255,Indiana Ave & Roosevelt Rd,41.867888,-87.623041,Subscriber,Female,1982
294,3916,5723,6144,421.0,310,Damen Ave & Charleston St,41.920082,-87.677855,504,Campbell Ave & Fullerton Ave,41.924632472,-87.689307006,Subscriber,Male,1990
295,3380,5742,6927,"1,185.0",141,Clark St & Lincoln Ave,41.915689,-87.6346,240,Sheridan Rd & Irving Park Rd,41.954245,-87.654406,Customer,,
296,1243,5744,6445,701.0,301,Clark St & Schiller St,41.907993,-87.631501,349,Halsted St & Wrightwood Ave,41.929143,-87.649077,Subscriber,Male,1994
297,4884,5749,6764,"1,015.0",301,Clark St & Schiller St,41.907993,-87.631501,321,Wabash Ave & 9th St,41.870769,-87.625734,Subscriber,Male,1994
298,3126,5761,6488,727.0,112,Green St & Randolph St,41.883668,-87.64867,43,Michigan Ave & Washington St,41.883892766,-87.624649141,Subscriber,Male,1988
299,6175,5801,7450,"1,649.0",374,Western Ave & Walton St,41.898417689,-87.686596016,332,Burling St (Halsted) & Diversey Pkwy (Temp),41.93314,-87.64776,Subscriber,Male,1990
300,5857,5828,6282,454.0,289,Wells St & Concord Ln,41.912133,-87.634656,144,Larrabee St & Webster Ave,41.921822,-87.64414,Customer,Male,1988
301,2991,5834,7766,"1,932.0",76,Lake Shore Dr & Monroe St,41.880958,-87.616743,43,Michigan Ave & Washington St,41.883892766,-87.624649141,Customer,,
302,6381,5844,6324,480.0,289,Wells St & Concord Ln,41.912133,-87.634656,144,Larrabee St & Webster Ave,41.921822,-87.64414,Customer,Female,1990
303,874,5858,6086,228.0,74,Kingsbury St & Erie St,41.893626,-87.641527,364,Larrabee St & Oak St,41.900219493,-87.642985468,Customer,Female,1989
304,5375,5869,7097,"1,228.0",126,Clark St & North Ave,41.911974,-87.631942,26,McClurg Ct & Illinois St,41.890359,-87.617532,Subscriber,Male,1987
305,5232,5875,6509,634.0,112,Green St & Randolph St,41.883668,-87.64867,43,Michigan Ave & Washington St,41.883892766,-87.624649141,Customer,,
306,6345,5882,7097,"1,215.0",126,Clark St & North Ave,41.911974,-87.631942,26,McClurg Ct & Illinois St,41.890359,-87.617532,Subscriber,Female,1988
